"Diurnal_Mean","Diurnal_SD","Diurnal_CI_Low","Diurnal_CI_High","Nocturnal_Mean","Nocturnal_SD","Nocturnal_CI_Low","Nocturnal_CI_High","Polyphasic_Mean","Polyphasic_SD","Polyphasic_CI_Low","Polyphasic_CI_High","total_Mean","total_SD","total_CI_Low","total_CI_High"
21.3810451326412,1.17244000370469,19.0830627253801,23.6790275399024,58.307507009601,1.50922937715279,55.3494174303815,61.2655965888204,17.7582478577578,1.19590150462559,15.4142809086917,20.102214806824,97.4468000000001,0,97.4468000000001,97.4468000000001
