Binomial.1.2,Upham_TipLabel,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Pupil,Pupil Reference ,Diel_Cox,Flexible_Cox,genus_diel,genus_flexible,Excluded,Reason ,Mass.g,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Terrestrial,Marine,Freshwater,Aerial,Pupil_constricted,Diet_Category_4,Genus_Diet_4,Diet_Category_3,Genus_Diet_Category_3
Harpiocephalus_harpia,Harpiocephalus_harpia,Chiroptera,Vespertilionidae,Harpiocephalus,harpia,,,,NA,NA,NA,1,Aerial,16.3,0,0,100,0,0,0,1,,,,,
Harpiola_grisea,Harpiola_grisea,Chiroptera,Vespertilionidae,Harpiola,grisea,,,,NA,NA,NA,1,Aerial,5.6,0,0,100,0,0,0,1,,,,,
Harpiola_isodon,Harpiola_isodon,Chiroptera,Vespertilionidae,Harpiola,isodon,,,,NA,NA,NA,1,Aerial,6.4,0,0,100,0,0,0,1,,,,,
Hesperoptenus_blanfordi,Hesperoptenus_blanfordi,Chiroptera,Vespertilionidae,Hesperoptenus,blanfordi,,,,NA,NA,NA,1,Aerial,6.5,0,0,100,0,0,0,1,,,,,
Hesperoptenus_doriae,Hesperoptenus_doriae,Chiroptera,Vespertilionidae,Hesperoptenus,doriae,,,,NA,NA,NA,1,Aerial,7.7,0,0,100,0,0,0,1,,,,,
Hesperoptenus_gaskelli,Hesperoptenus_gaskelli,Chiroptera,Vespertilionidae,Hesperoptenus,gaskelli,,,,NA,NA,NA,1,Aerial,11.6,0,0,100,0,0,0,1,,,,,
Hesperoptenus_tickelli,Hesperoptenus_tickelli,Chiroptera,Vespertilionidae,Hesperoptenus,tickelli,,,,NA,NA,NA,1,Aerial,18,0,0,100,0,0,0,1,,,,,
Hesperoptenus_tomesi,Hesperoptenus_tomesi,Chiroptera,Vespertilionidae,Hesperoptenus,tomesi,,,,NA,NA,NA,1,Aerial,31,0,0,100,0,0,0,1,,,,,
Histiotus_alienus,Histiotus_alienus,Chiroptera,Vespertilionidae,Histiotus,alienus,,,,NA,NA,NA,1,Aerial,12,0,0,100,0,0,0,1,,,,,
Histiotus_humboldti,Histiotus_humboldti,Chiroptera,Vespertilionidae,Histiotus,humboldti,,,,NA,NA,NA,1,Aerial,10.5,0,0,100,0,0,0,1,,,,,
Histiotus_laephotis,Histiotus_laephotis,Chiroptera,Vespertilionidae,Histiotus,laephotis,,,,NA,NA,NA,1,Aerial,11.3,0,0,100,0,0,0,1,,,,,
Histiotus_macrotus,Histiotus_macrotus,Chiroptera,Vespertilionidae,Histiotus,macrotus,,,,NA,NA,NA,1,Aerial,11,0,0,100,0,0,0,1,,,,,
Histiotus_magellanicus,Histiotus_magellanicus,Chiroptera,Vespertilionidae,Histiotus,magellanicus,,,,NA,NA,NA,1,Aerial,14,0,0,100,0,0,0,1,,,,,
Histiotus_montanus,Histiotus_montanus,Chiroptera,Vespertilionidae,Histiotus,montanus,,,,NA,NA,NA,1,Aerial,9.1,0,0,100,0,0,0,1,,,,,
Histiotus_velatus,Histiotus_velatus,Chiroptera,Vespertilionidae,Histiotus,velatus,,,,NA,NA,NA,1,Aerial,11.2,0,0,100,0,0,0,1,,,,,
Hypsugo_anthonyi,Hypsugo_anthonyi,Chiroptera,Vespertilionidae,Hypsugo,anthonyi,,,,NA,NA,NA,1,Aerial,9.4,0,0,100,0,0,0,1,,,,,
Hypsugo_joffrei,Hypsugo_joffrei,Chiroptera,Vespertilionidae,Hypsugo,joffrei,,,,NA,NA,NA,1,Aerial,9.4,0,0,100,0,0,0,1,,,,,
Hypsugo_kitcheneri,Hypsugo_kitcheneri,Chiroptera,Vespertilionidae,Hypsugo,kitcheneri,,,,NA,NA,NA,1,Aerial,7.4,0,0,100,0,0,0,1,,,,,
Hypsugo_lophurus,Hypsugo_lophurus,Chiroptera,Vespertilionidae,Hypsugo,lophurus,,,,NA,NA,NA,1,Aerial,6.7,0,0,100,0,0,0,1,,,,,
Hypsugo_macrotis,Hypsugo_macrotis,Chiroptera,Vespertilionidae,Hypsugo,macrotis,,,,NA,NA,NA,1,Aerial,5.1,0,0,100,0,0,0,1,,,,,
Hypsugo_savii,Hypsugo_savii,Chiroptera,Vespertilionidae,Hypsugo,savii,,,,NA,NA,NA,1,Aerial,6.4,0,0,100,0,0,0,1,,,,,
Hypsugo_vordermanni,Hypsugo_vordermanni,Chiroptera,Vespertilionidae,Hypsugo,vordermanni,,,,NA,NA,NA,1,Aerial,6,0,0,100,0,0,0,1,,,,,
Ia_io,Ia_io,Chiroptera,Vespertilionidae,Ia,io,,,,NA,NA,NA,1,Aerial,49.2,0,0,100,0,0,0,1,,,,,
Idionycteris_phyllotis,Idionycteris_phyllotis,Chiroptera,Vespertilionidae,Idionycteris,phyllotis,,,,NA,NA,NA,1,Aerial,12,0,0,100,0,0,0,1,,,,,
Kerivoula_africana,Kerivoula_africana,Chiroptera,Vespertilionidae,Kerivoula,africana,,,,NA,NA,NA,1,Aerial,15.2,0,0,100,0,0,0,1,,,,,
Kerivoula_agnella,Kerivoula_agnella,Chiroptera,Vespertilionidae,Kerivoula,agnella,,,,NA,NA,NA,1,Aerial,11.3,0,0,100,0,0,0,1,,,,,
Kerivoula_argentata,Kerivoula_argentata,Chiroptera,Vespertilionidae,Kerivoula,argentata,,,,NA,NA,NA,1,Aerial,10,0,0,100,0,0,0,1,,,,,
Kerivoula_cuprosa,Kerivoula_cuprosa,Chiroptera,Vespertilionidae,Kerivoula,cuprosa,,,,NA,NA,NA,1,Aerial,8.3,0,0,100,0,0,0,1,,,,,
Kerivoula_eriophora,Kerivoula_eriophora,Chiroptera,Vespertilionidae,Kerivoula,eriophora,,,,NA,NA,NA,1,Aerial,6.1,0,0,100,0,0,0,1,,,,,
Kerivoula_flora,Kerivoula_flora,Chiroptera,Vespertilionidae,Kerivoula,flora,,,,NA,NA,NA,1,Aerial,6,0,0,100,0,0,0,1,,,,,
Kerivoula_hardwickii,Kerivoula_hardwickii,Chiroptera,Vespertilionidae,Kerivoula,hardwickii,,,,NA,NA,NA,1,Aerial,4.6,0,0,100,0,0,0,1,,,,,
Kerivoula_intermedia,Kerivoula_intermedia,Chiroptera,Vespertilionidae,Kerivoula,intermedia,,,,NA,NA,NA,1,Aerial,3.6,0,0,100,0,0,0,1,,,,,
Kerivoula_kachinensis,Kerivoula_kachinensis,Chiroptera,Vespertilionidae,Kerivoula,kachinensis,,,,NA,NA,NA,1,Aerial,4.8,0,0,100,0,0,0,1,,,,,
Kerivoula_krauensis,Kerivoula_krauensis,Chiroptera,Vespertilionidae,Kerivoula,krauensis,,,,NA,NA,NA,1,Aerial,3,0,0,100,0,0,0,1,,,,,
Kerivoula_lanosa,Kerivoula_lanosa,Chiroptera,Vespertilionidae,Kerivoula,lanosa,,,,NA,NA,NA,1,Aerial,6.5,0,0,100,0,0,0,1,,,,,
Kerivoula_lenis,Kerivoula_lenis,Chiroptera,Vespertilionidae,Kerivoula,lenis,,,,NA,NA,NA,1,Aerial,6.8,0,0,100,0,0,0,1,,,,,
Kerivoula_minuta,Kerivoula_minuta,Chiroptera,Vespertilionidae,Kerivoula,minuta,,,,NA,NA,NA,1,Aerial,2.1,0,0,100,0,0,0,1,,,,,
Kerivoula_muscina,Kerivoula_muscina,Chiroptera,Vespertilionidae,Kerivoula,muscina,,,,NA,NA,NA,1,Aerial,5.2,0,0,100,0,0,0,1,,,,,
Kerivoula_myrella,Kerivoula_myrella,Chiroptera,Vespertilionidae,Kerivoula,myrella,,,,NA,NA,NA,1,Aerial,11.3,0,0,100,0,0,0,1,,,,,
Kerivoula_papillosa,Kerivoula_papillosa,Chiroptera,Vespertilionidae,Kerivoula,papillosa,,,,NA,NA,NA,1,Aerial,9.8,0,0,100,0,0,0,1,,,,,
Kerivoula_pellucida,Kerivoula_pellucida,Chiroptera,Vespertilionidae,Kerivoula,pellucida,,,,NA,NA,NA,1,Aerial,4.1,0,0,100,0,0,0,1,,,,,
Kerivoula_phalaena,Kerivoula_phalaena,Chiroptera,Vespertilionidae,Kerivoula,phalaena,,,,NA,NA,NA,1,Aerial,3,0,0,100,0,0,0,1,,,,,
Kerivoula_picta,Kerivoula_picta,Chiroptera,Vespertilionidae,Kerivoula,picta,,,,NA,NA,NA,1,Aerial,4.5,0,0,100,0,0,0,1,,,,,
Kerivoula_smithii,Kerivoula_smithii,Chiroptera,Vespertilionidae,Kerivoula,smithii,,,,NA,NA,NA,1,Aerial,13.1,0,0,100,0,0,0,1,,,,,
Kerivoula_titania,Kerivoula_titania,Chiroptera,Vespertilionidae,Kerivoula,titania,,,,NA,NA,NA,1,Aerial,4.6,0,0,100,0,0,0,1,,,,,
Kerivoula_whiteheadi,Kerivoula_whiteheadi,Chiroptera,Vespertilionidae,Kerivoula,whiteheadi,,,,NA,NA,NA,1,Aerial,3.9,0,0,100,0,0,0,1,,,,,
Laephotis_angolensis,Laephotis_angolensis,Chiroptera,Vespertilionidae,Laephotis,angolensis,,,,NA,NA,NA,1,Aerial,4.6,0,0,100,0,0,0,1,,,,,
Laephotis_botswanae,Laephotis_botswanae,Chiroptera,Vespertilionidae,Laephotis,botswanae,,,,NA,NA,NA,1,Aerial,7.2,0,0,100,0,0,0,1,,,,,
Laephotis_namibensis,Laephotis_namibensis,Chiroptera,Vespertilionidae,Laephotis,namibensis,,,,NA,NA,NA,1,Aerial,7.7,0,0,100,0,0,0,1,,,,,
Laephotis_wintoni,Laephotis_wintoni,Chiroptera,Vespertilionidae,Laephotis,wintoni,,,,NA,NA,NA,1,Aerial,6,0,0,100,0,0,0,1,,,,,
Lasionycteris_noctivagans,Lasionycteris_noctivagans,Chiroptera,Vespertilionidae,Lasionycteris,noctivagans,,,,NA,NA,NA,1,Aerial,10.5,0,0,100,0,0,0,1,,,,,
Lasiurus_atratus,Lasiurus_atratus,Chiroptera,Vespertilionidae,Lasiurus,atratus,,,,NA,NA,NA,1,Aerial,19.4,0,0,100,0,0,0,1,,,,,
Lasiurus_blossevillii,Lasiurus_blossevillii,Chiroptera,Vespertilionidae,Lasiurus,blossevillii,,,,NA,NA,NA,1,Aerial,13,0,0,100,0,0,0,1,,,,,
Lasiurus_borealis,Lasiurus_borealis,Chiroptera,Vespertilionidae,Lasiurus,borealis,,,,NA,NA,NA,1,Aerial,10.7,0,0,100,0,0,0,1,,,,,
Lasiurus_castaneus,Lasiurus_castaneus,Chiroptera,Vespertilionidae,Lasiurus,castaneus,,,,NA,NA,NA,1,Aerial,13.5,0,0,100,0,0,0,1,,,,,
Lasiurus_cinereus,Lasiurus_cinereus,Chiroptera,Vespertilionidae,Lasiurus,cinereus,,,,NA,NA,NA,1,Aerial,25.3,0,0,100,0,0,0,1,,,,,
Lasiurus_degelidus,Lasiurus_degelidus,Chiroptera,Vespertilionidae,Lasiurus,degelidus,,,,NA,NA,NA,1,Aerial,12.8,0,0,100,0,0,0,1,,,,,
Lasiurus_ebenus,Lasiurus_ebenus,Chiroptera,Vespertilionidae,Lasiurus,ebenus,,,,NA,NA,NA,1,Aerial,18.7,0,0,100,0,0,0,1,,,,,
Lasiurus_ega,Lasiurus_ega,Chiroptera,Vespertilionidae,Lasiurus,ega,,,,NA,NA,NA,1,Aerial,13.2,0,0,100,0,0,0,1,,,,,
Lasiurus_egregius,Lasiurus_egregius,Chiroptera,Vespertilionidae,Lasiurus,egregius,,,,NA,NA,NA,1,Aerial,20,0,0,100,0,0,0,1,,,,,
Lasiurus_insularis,Lasiurus_insularis,Chiroptera,Vespertilionidae,Lasiurus,insularis,,,,NA,NA,NA,1,Aerial,31.6,0,0,100,0,0,0,1,,,,,
Lasiurus_intermedius,Lasiurus_intermedius,Chiroptera,Vespertilionidae,Lasiurus,intermedius,,,,NA,NA,NA,1,Aerial,23,0,0,100,0,0,0,1,,,,,
Lasiurus_minor,Lasiurus_minor,Chiroptera,Vespertilionidae,Lasiurus,minor,,,,NA,NA,NA,1,Aerial,9.4,0,0,100,0,0,0,1,,,,,
Lasiurus_pfeifferi,Lasiurus_pfeifferi,Chiroptera,Vespertilionidae,Lasiurus,pfeifferi,,,,NA,NA,NA,1,Aerial,11.1,0,0,100,0,0,0,1,,,,,
Lasiurus_seminolus,Lasiurus_seminolus,Chiroptera,Vespertilionidae,Lasiurus,seminolus,,,,NA,NA,NA,1,Aerial,9.9,0,0,100,0,0,0,1,,,,,
Lasiurus_varius,Lasiurus_varius,Chiroptera,Vespertilionidae,Lasiurus,varius,,,,NA,NA,NA,1,Aerial,11.4,0,0,100,0,0,0,1,,,,,
Lasiurus_xanthinus,Lasiurus_xanthinus,Chiroptera,Vespertilionidae,Lasiurus,xanthinus,,,,NA,NA,NA,1,Aerial,10.7,0,0,100,0,0,0,1,,,,,
Mimetillus_moloneyi,Mimetillus_moloneyi,Chiroptera,Vespertilionidae,Mimetillus,moloneyi,,,,NA,NA,NA,1,Aerial,8.8,0,0,100,0,0,0,1,,,,,
Murina_aenea,Murina_aenea,Chiroptera,Vespertilionidae,Murina,aenea,,,,NA,NA,NA,1,Aerial,7.4,0,0,100,0,0,0,1,,,,,
Murina_aurata,Murina_aurata,Chiroptera,Vespertilionidae,Murina,aurata,,,,NA,NA,NA,1,Aerial,7.3,0,0,100,0,0,0,1,,,,,
Murina_cyclotis,Murina_cyclotis,Chiroptera,Vespertilionidae,Murina,cyclotis,,,,NA,NA,NA,1,Aerial,9.3,0,0,100,0,0,0,1,,,,,
Murina_florium,Murina_florium,Chiroptera,Vespertilionidae,Murina,florium,,,,NA,NA,NA,1,Aerial,4.3,0,0,100,0,0,0,1,,,,,
Murina_fusca,Murina_fusca,Chiroptera,Vespertilionidae,Murina,fusca,,,,NA,NA,NA,1,Aerial,6.8,0,0,100,0,0,0,1,,,,,
Murina_harrisoni,Murina_harrisoni,Chiroptera,Vespertilionidae,Murina,harrisoni,,,,NA,NA,NA,1,Aerial,4.3,0,0,100,0,0,0,1,,,,,
Murina_hilgendorfi,Murina_hilgendorfi,Chiroptera,Vespertilionidae,Murina,hilgendorfi,,,,NA,NA,NA,1,Aerial,8.1,0,0,100,0,0,0,1,,,,,
Murina_huttoni,Murina_huttoni,Chiroptera,Vespertilionidae,Murina,huttoni,,,,NA,NA,NA,1,Aerial,7.6,0,0,100,0,0,0,1,,,,,
Murina_leucogaster,Murina_leucogaster,Chiroptera,Vespertilionidae,Murina,leucogaster,,,,NA,NA,NA,1,Aerial,7.6,0,0,100,0,0,0,1,,,,,
Murina_puta,Murina_puta,Chiroptera,Vespertilionidae,Murina,puta,,,,NA,NA,NA,1,Aerial,8.3,0,0,100,0,0,0,1,,,,,
Murina_rozendaali,Murina_rozendaali,Chiroptera,Vespertilionidae,Murina,rozendaali,,,,NA,NA,NA,1,Aerial,4.6,0,0,100,0,0,0,1,,,,,
Murina_ryukyuana,Murina_ryukyuana,Chiroptera,Vespertilionidae,Murina,ryukyuana,,,,NA,NA,NA,1,Aerial,4.5,0,0,100,0,0,0,1,,,,,
Murina_suilla,Murina_suilla,Chiroptera,Vespertilionidae,Murina,suilla,,,,NA,NA,NA,1,Aerial,3.6,0,0,100,0,0,0,1,,,,,
Murina_tenebrosa,Murina_tenebrosa,Chiroptera,Vespertilionidae,Murina,tenebrosa,,,,NA,NA,NA,1,Aerial,3.7,0,0,100,0,0,0,1,,,,,
Murina_tubinaris,Murina_tubinaris,Chiroptera,Vespertilionidae,Murina,tubinaris,,,,NA,NA,NA,1,Aerial,5.5,0,0,100,0,0,0,1,,,,,
Murina_ussuriensis,Murina_ussuriensis,Chiroptera,Vespertilionidae,Murina,ussuriensis,,,,NA,NA,NA,1,Aerial,5.3,0,0,100,0,0,0,1,,,,,
Myotis_adversus,Myotis_adversus,Chiroptera,Vespertilionidae,Myotis,adversus,,,,NA,NA,NA,1,Aerial,10.6,0,0,100,0,0,0,1,,,,,
Myotis_aelleni,Myotis_aelleni,Chiroptera,Vespertilionidae,Myotis,aelleni,,,,NA,NA,NA,1,Aerial,8.5,0,0,100,0,0,0,1,,,,,
Myotis_albescens,Myotis_albescens,Chiroptera,Vespertilionidae,Myotis,albescens,,,,NA,NA,NA,1,Aerial,5.3,0,0,100,0,0,0,1,,,,,
Myotis_alcathoe,Myotis_alcathoe,Chiroptera,Vespertilionidae,Myotis,alcathoe,,,,NA,NA,NA,1,Aerial,5,0,0,100,0,0,0,1,,,,,
Myotis_altarium,Myotis_altarium,Chiroptera,Vespertilionidae,Myotis,altarium,,,,NA,NA,NA,1,Aerial,11,0,0,100,0,0,0,1,,,,,
Myotis_anjouanensis,Myotis_anjouanensis,Chiroptera,Vespertilionidae,Myotis,anjouanensis,,,,NA,NA,NA,1,Aerial,6.6,0,0,100,0,0,0,1,,,,,
Myotis_annamiticus,Myotis_annamiticus,Chiroptera,Vespertilionidae,Myotis,annamiticus,,,,NA,NA,NA,1,Aerial,3.7,0,0,100,0,0,0,1,,,,,
Myotis_annectans,Myotis_annectans,Chiroptera,Vespertilionidae,Myotis,annectans,,,,NA,NA,NA,1,Aerial,9.8,0,0,100,0,0,0,1,,,,,
Myotis_atacamensis,Myotis_atacamensis,Chiroptera,Vespertilionidae,Myotis,atacamensis,,,,NA,NA,NA,1,Aerial,7.1,0,0,100,0,0,0,1,,,,,
Myotis_ater,Myotis_ater,Chiroptera,Vespertilionidae,Myotis,ater,,,,NA,NA,NA,1,Aerial,6,0,0,100,0,0,0,1,,,,,
Myotis_aurascens,Myotis_aurascens,Chiroptera,Vespertilionidae,Myotis,aurascens,,,,NA,NA,NA,1,Aerial,7.5,0,0,100,0,0,0,1,,,,,
Myotis_auriculus,Myotis_auriculus,Chiroptera,Vespertilionidae,Myotis,auriculus,,,,NA,NA,NA,1,Aerial,5,0,0,100,0,0,0,1,,,,,
Myotis_australis,Myotis_australis,Chiroptera,Vespertilionidae,Myotis,australis,,,,NA,NA,NA,1,Aerial,5.7,0,0,100,0,0,0,1,,,,,
Myotis_austroriparius,Myotis_austroriparius,Chiroptera,Vespertilionidae,Myotis,austroriparius,,,,NA,NA,NA,1,Aerial,6.8,0,0,100,0,0,0,1,,,,,
Myotis_bechsteinii,Myotis_bechsteinii,Chiroptera,Vespertilionidae,Myotis,bechsteinii,,,,NA,NA,NA,1,Aerial,8.5,0,0,100,0,0,0,1,,,,,
Myotis_blythii,Myotis_blythii,Chiroptera,Vespertilionidae,Myotis,blythii,,,,NA,NA,NA,1,Aerial,22.5,0,0,100,0,0,0,1,,,,,
Myotis_bocagii,Myotis_bocagii,Chiroptera,Vespertilionidae,Myotis,bocagii,,,,NA,NA,NA,1,Aerial,7.8,0,0,100,0,0,0,1,,,,,
Myotis_bombinus,Myotis_bombinus,Chiroptera,Vespertilionidae,Myotis,bombinus,,,,NA,NA,NA,1,Aerial,6.9,0,0,100,0,0,0,1,,,,,
Myotis_brandtii,Myotis_brandtii,Chiroptera,Vespertilionidae,Myotis,brandtii,,,,NA,NA,NA,1,Aerial,5.3,0,0,100,0,0,0,1,,,,,
Myotis_bucharensis,Myotis_bucharensis,Chiroptera,Vespertilionidae,Myotis,bucharensis,,,,NA,NA,NA,1,Aerial,7.9,0,0,100,0,0,0,1,,,,,
Myotis_californicus,Myotis_californicus,Chiroptera,Vespertilionidae,Myotis,californicus,,,,NA,NA,NA,1,Aerial,4.6,0,0,100,0,0,0,1,,,,,
Myotis_capaccinii,Myotis_capaccinii,Chiroptera,Vespertilionidae,Myotis,capaccinii,,,,NA,NA,NA,1,Aerial,7.4,0,0,100,0,0,0,1,,,,,
Myotis_chiloensis,Myotis_chiloensis,Chiroptera,Vespertilionidae,Myotis,chiloensis,,,,NA,NA,NA,1,Aerial,6.8,0,0,100,0,0,0,1,,,,,
Myotis_chinensis,Myotis_chinensis,Chiroptera,Vespertilionidae,Myotis,chinensis,,,,NA,NA,NA,1,Aerial,42,0,0,100,0,0,0,1,,,,,
Myotis_ciliolabrum,Myotis_ciliolabrum,Chiroptera,Vespertilionidae,Myotis,ciliolabrum,,,,NA,NA,NA,1,Aerial,4.9,0,0,100,0,0,0,1,,,,,
Myotis_cobanensis,Myotis_cobanensis,Chiroptera,Vespertilionidae,Myotis,cobanensis,,,,NA,NA,NA,1,Aerial,8.2,0,0,100,0,0,0,1,,,,,
Myotis_csorbai,Myotis_csorbai,Chiroptera,Vespertilionidae,Myotis,csorbai,,,,NA,NA,NA,1,Aerial,7,0,0,100,0,0,0,1,,,,,
Myotis_dasycneme,Myotis_dasycneme,Chiroptera,Vespertilionidae,Myotis,dasycneme,,,,NA,NA,NA,1,Aerial,14.1,0,0,100,0,0,0,1,,,,,
Myotis_daubentonii,Myotis_daubentonii,Chiroptera,Vespertilionidae,Myotis,daubentonii,,,,NA,NA,NA,1,Aerial,7.4,0,0,100,0,0,0,1,,,,,
Myotis_davidii,Myotis_davidii,Chiroptera,Vespertilionidae,Myotis,davidii,,,,NA,NA,NA,1,Aerial,5.3,0,0,100,0,0,0,1,,,,,
Myotis_dieteri,Myotis_dieteri,Chiroptera,Vespertilionidae,Myotis,dieteri,,,,NA,NA,NA,1,Aerial,7.5,0,0,100,0,0,0,1,,,,,
Myotis_dinellii,Myotis_dinellii,Chiroptera,Vespertilionidae,Myotis,dinellii,,,,NA,NA,NA,1,Aerial,8.4,0,0,100,0,0,0,1,,,,,
Myotis_dominicensis,Myotis_dominicensis,Chiroptera,Vespertilionidae,Myotis,dominicensis,,,,NA,NA,NA,1,Aerial,3.2,0,0,100,0,0,0,1,,,,,
Myotis_elegans,Myotis_elegans,Chiroptera,Vespertilionidae,Myotis,elegans,,,,NA,NA,NA,1,Aerial,4.1,0,0,100,0,0,0,1,,,,,
Myotis_emarginatus,Myotis_emarginatus,Chiroptera,Vespertilionidae,Myotis,emarginatus,,,,NA,NA,NA,1,Aerial,7.7,0,0,100,0,0,0,1,,,,,
Myotis_evotis,Myotis_evotis,Chiroptera,Vespertilionidae,Myotis,evotis,,,,NA,NA,NA,1,Aerial,6.7,0,0,100,0,0,0,1,,,,,
Myotis_fimbriatus,Myotis_fimbriatus,Chiroptera,Vespertilionidae,Myotis,fimbriatus,,,,NA,NA,NA,1,Aerial,7.6,0,0,100,0,0,0,1,,,,,
Myotis_findleyi,Myotis_findleyi,Chiroptera,Vespertilionidae,Myotis,findleyi,,,,NA,NA,NA,1,Aerial,4.2,0,0,100,0,0,0,1,,,,,
Myotis_formosus,Myotis_formosus,Chiroptera,Vespertilionidae,Myotis,formosus,,,,NA,NA,NA,1,Aerial,7,0,0,100,0,0,0,1,,,,,
Myotis_fortidens,Myotis_fortidens,Chiroptera,Vespertilionidae,Myotis,fortidens,,,,NA,NA,NA,1,Aerial,4.4,0,0,100,0,0,0,1,,,,,
Myotis_frater,Myotis_frater,Chiroptera,Vespertilionidae,Myotis,frater,,,,NA,NA,NA,1,Aerial,7.6,0,0,100,0,0,0,1,,,,,
Myotis_gomantongensis,Myotis_gomantongensis,Chiroptera,Vespertilionidae,Myotis,gomantongensis,,,,NA,NA,NA,1,Aerial,9.4,0,0,100,0,0,0,1,,,,,
Myotis_goudoti,Myotis_goudoti,Chiroptera,Vespertilionidae,Myotis,goudoti,,,,NA,NA,NA,1,Aerial,7,0,0,100,0,0,0,1,,,,,
Myotis_grisescens,Myotis_grisescens,Chiroptera,Vespertilionidae,Myotis,grisescens,,,,NA,NA,NA,1,Aerial,10.5,0,0,100,0,0,0,1,,,,,
Myotis_hajastanicus,Myotis_hajastanicus,Chiroptera,Vespertilionidae,Myotis,hajastanicus,,,,NA,NA,NA,1,Aerial,6.8,0,0,100,0,0,0,1,,,,,
Myotis_hasseltii,Myotis_hasseltii,Chiroptera,Vespertilionidae,Myotis,hasseltii,,,,NA,NA,NA,1,Aerial,8.8,0,10,90,0,0,0,1,,,,,
Myotis_hermani,Myotis_hermani,Chiroptera,Vespertilionidae,Myotis,hermani,,,,NA,NA,NA,1,Aerial,16,0,0,100,0,0,0,1,,,,,
Myotis_horsfieldii,Myotis_horsfieldii,Chiroptera,Vespertilionidae,Myotis,horsfieldii,,,,NA,NA,NA,1,Aerial,6.3,0,0,100,0,0,0,1,,,,,
Myotis_ikonnikovi,Myotis_ikonnikovi,Chiroptera,Vespertilionidae,Myotis,ikonnikovi,,,,NA,NA,NA,1,Aerial,3.7,0,0,100,0,0,0,1,,,,,
Myotis_insularum,Myotis_insularum,Chiroptera,Vespertilionidae,Myotis,insularum,,,,NA,NA,NA,1,Aerial,10,0,0,100,0,0,0,1,,,,,
Myotis_keaysi,Myotis_keaysi,Chiroptera,Vespertilionidae,Myotis,keaysi,,,,NA,NA,NA,1,Aerial,5.3,0,0,100,0,0,0,1,,,,,
Myotis_keenii,Myotis_keenii,Chiroptera,Vespertilionidae,Myotis,keenii,,,,NA,NA,NA,1,Aerial,6.3,0,0,100,0,0,0,1,,,,,
Myotis_laniger,Myotis_laniger,Chiroptera,Vespertilionidae,Myotis,laniger,,,,NA,NA,NA,1,Aerial,3.7,0,0,100,0,0,0,1,,,,,
Myotis_leibii,Myotis_leibii,Chiroptera,Vespertilionidae,Myotis,leibii,,,,NA,NA,NA,1,Aerial,5.1,0,0,100,0,0,0,1,,,,,
Myotis_levis,Myotis_levis,Chiroptera,Vespertilionidae,Myotis,levis,,,,NA,NA,NA,1,Aerial,5.5,0,0,100,0,0,0,1,,,,,
Myotis_longipes,Myotis_longipes,Chiroptera,Vespertilionidae,Myotis,longipes,,,,NA,NA,NA,1,Aerial,7.5,0,0,100,0,0,0,1,,,,,
Myotis_lucifugus,Myotis_lucifugus,Chiroptera,Vespertilionidae,Myotis,lucifugus,,,,NA,NA,NA,1,Aerial,7.6,0,0,100,0,0,0,1,,,,,
Myotis_macrodactylus,Myotis_macrodactylus,Chiroptera,Vespertilionidae,Myotis,macrodactylus,,,,NA,NA,NA,1,Aerial,7.2,0,0,100,0,0,0,1,,,,,
Myotis_macropus,Myotis_macropus,Chiroptera,Vespertilionidae,Myotis,macropus,,,,NA,NA,NA,1,Aerial,10,0,0,100,0,0,0,1,,,,,
Myotis_macrotarsus,Myotis_macrotarsus,Chiroptera,Vespertilionidae,Myotis,macrotarsus,,,,NA,NA,NA,1,Aerial,12.5,0,10,90,0,0,0,1,,,,,
Myotis_martiniquensis,Myotis_martiniquensis,Chiroptera,Vespertilionidae,Myotis,martiniquensis,,,,NA,NA,NA,1,Aerial,5,0,0,100,0,0,0,1,,,,,
Myotis_melanorhinus,Myotis_melanorhinus,Chiroptera,Vespertilionidae,Myotis,melanorhinus,,,,NA,NA,NA,1,Aerial,5.9,0,0,100,0,0,0,1,,,,,
Myotis_moluccarum,Myotis_moluccarum,Chiroptera,Vespertilionidae,Myotis,moluccarum,,,,NA,NA,NA,1,Aerial,9.2,0,50,50,0,0,0,1,,,,,
Myotis_montivagus,Myotis_montivagus,Chiroptera,Vespertilionidae,Myotis,montivagus,,,,NA,NA,NA,1,Aerial,8.3,0,0,100,0,0,0,1,,,,,
Myotis_morrisi,Myotis_morrisi,Chiroptera,Vespertilionidae,Myotis,morrisi,,,,NA,NA,NA,1,Aerial,7.7,0,0,100,0,0,0,1,,,,,
Myotis_muricola,Myotis_muricola,Chiroptera,Vespertilionidae,Myotis,muricola,,,,NA,NA,NA,1,Aerial,4.1,0,0,100,0,0,0,1,,,,,
Myotis_myotis,Myotis_myotis,Chiroptera,Vespertilionidae,Myotis,myotis,,,,NA,NA,NA,1,Aerial,34,0,0,100,0,0,0,1,,,,,
Myotis_mystacinus,Myotis_mystacinus,Chiroptera,Vespertilionidae,Myotis,mystacinus,,,,NA,NA,NA,1,Aerial,6,0,0,100,0,0,0,1,,,,,
Myotis_nattereri,Myotis_nattereri,Chiroptera,Vespertilionidae,Myotis,nattereri,,,,NA,NA,NA,1,Aerial,7.1,0,0,100,0,0,0,1,,,,,
