Binomial.1.2,Upham_TipLabel,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Pupil,Pupil Reference ,Diel_Cox,Flexible_Cox,genus_diel,genus_flexible,Excluded,Reason ,Mass.g,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Terrestrial,Marine,Freshwater,Aerial,Pupil_constricted,Diet_Category_4,Genus_Diet_4,Diet_Category_3,Genus_Diet_Category_3
Bettongia_anhydra,Bettongia_anhydra,Diprotodontia,Potoroidae,Bettongia,anhydra,Round,Arresse (2006),Nocturnal,NA,NA,0,1,Extinct,1582.7,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Sminthopsis_crassicaudata,Sminthopsis_crassicaudata,Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,Round,Arresse (2006),Nocturnal,1,Nocturnal,0,0,,15,0,20,80,1,0,0,0,,Insectivore,Insectivore,Carnivore,Carnivore
Macrotis_leucura,Macrotis_leucura,Peramelemorphia,Thylacomyidae,Macrotis,leucura,Round,Arresse (2006),Nocturnal,NA,Nocturnal,0,0,,354.3,10,20,70,1,0,0,0,,Insectivore,Insectivore,Carnivore,Carnivore
Tarsipes_rostratus,Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes,rostratus,Vertical,Arresse (2006),Nocturnal,1,Nocturnal,1,0,,9,100,0,0,1,0,0,0,Slit,Herbivore,Herbivore,Herbivore,Herbivore
Cynictis_penicillata,Cynictis_penicillata,Carnivora,Herpestidae,Cynictis,penicillata,Horizontal,Banks et al. (2015),Diurnal,NA,Diurnal,NA,0,,836,0,10,90,1,0,0,0,,Insectivore,Insectivore,Carnivore,Carnivore
Bison_bison,Bison_bison,Cetartiodactyla,Bovidae,Bison,bison,Horizontal,Banks et al. (2015),Cathemeral,NA,Cathemeral,NA,0,,579255.3,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Bison_bonasus,Bison_bonasus,Cetartiodactyla,Bovidae,Bison,bonasus,Horizontal,Banks et al. (2015),Cathemeral,NA,Cathemeral,NA,0,,500000,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Connochaetes_taurinus,Connochaetes_taurinus,Cetartiodactyla,Bovidae,Connochaetes,taurinus,Horizontal,Banks et al. (2015),Cathemeral,NA,Cathemeral,NA,0,,179999,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Oreotragus_oreotragus,Oreotragus_oreotragus,Cetartiodactyla,Bovidae,Oreotragus,oreotragus,Horizontal,Banks et al. (2015),Diurnal,NA,Diurnal,NA,0,,12999.9,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Ourebia_ourebi,Ourebia_ourebi,Cetartiodactyla,Bovidae,Ourebia,ourebi,Horizontal,Banks et al. (2015),Cathemeral,NA,Cathemeral,NA,0,,17250,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Pelea_capreolus,Pelea_capreolus,Cetartiodactyla,Bovidae,Pelea,capreolus,Horizontal,Banks et al. (2015),Cathemeral,NA,Cathemeral,NA,0,,20000,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Procapra_gutturosa,Procapra_gutturosa,Cetartiodactyla,Bovidae,Procapra,gutturosa,Horizontal,Banks et al. (2015),Diurnal,NA,Diurnal,NA,0,,27750,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Raphicerus_campestris,Raphicerus_campestris,Cetartiodactyla,Bovidae,Raphicerus,campestris,Horizontal,Banks et al. (2015),Cathemeral,NA,Nocturnal,1,0,,10500,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Redunca_redunca,Redunca_redunca,Cetartiodactyla,Bovidae,Redunca,redunca,Horizontal,Banks et al. (2015),Cathemeral,NA,Cathemeral,NA,0,,44050.4,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Lama_guanicoe,Lama_guanicoe,Cetartiodactyla,Camelidae,Lama,guanicoe,Horizontal,Banks et al. (2015),Diurnal,NA,Diurnal,NA,0,,120000,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Vicugna_vicugna,Vicugna_vicugna,Cetartiodactyla,Camelidae,Vicugna,vicugna,Horizontal,Banks et al. (2015),Diurnal,NA,Diurnal,NA,0,,47499.6,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Cervus_elaphus,Cervus_elaphus,Cetartiodactyla,Cervidae,Cervus,elaphus,Horizontal,Banks et al. (2015),Cathemeral,NA,Cathemeral,NA,0,,131250,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Mazama_gouazoubira,Mazama_gouazoubira,Cetartiodactyla,Cervidae,Mazama,gouazoubira,Horizontal,Banks et al. (2015),Cathemeral,NA,Mixed,1,0,,16300.1,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Pudu_mephistophiles,Pudu_mephistophiles,Cetartiodactyla,Cervidae,Pudu,mephistophiles,Horizontal,Banks et al. (2015),Nocturnal,1,Cathemeral,1,0,,9600,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Giraffa_camelopardalis,Giraffa_camelopardalis,Cetartiodactyla,Giraffidae,Giraffa,camelopardalis,Horizontal,Banks et al. (2015),Diurnal,NA,Diurnal,NA,0,,899994.8,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Okapia_johnstoni,Okapia_johnstoni,Cetartiodactyla,Giraffidae,Okapia,johnstoni,Horizontal,Banks et al. (2015),Diurnal,NA,Diurnal,NA,0,,230001.1,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Hippopotamus_amphibius,Hippopotamus_amphibius,Cetartiodactyla,Hippopotamidae,Hippopotamus,amphibius,Horizontal,Banks et al. (2015),Cathemeral,NA,Cathemeral,NA,0,,1417490,100,0,0,1,1,1,0,,Herbivore,Herbivore,Herbivore,Herbivore
Equus_africanus,Equus_africanus,Perissodactyla,Equidae,Equus,africanus,Horizontal,Banks et al. (2015),Cathemeral,NA,Cathemeral,NA,0,,325000,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Equus_ferus,Equus_ferus,Perissodactyla,Equidae,Equus,ferus,Horizontal,Banks et al. (2015),Cathemeral,NA,Cathemeral,NA,0,,250000,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Equus_quagga,Equus_quagga,Perissodactyla,Equidae,Equus,quagga,Horizontal,Banks et al. (2015),Cathemeral,NA,Cathemeral,NA,0,,276000,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Equus_hemionus,Equus_hemionus,Perissodactyla,Equidae,Equus,hemionus,Horizontal,Banks et al. (2015),Crepuscular,NA,Cathemeral,NA,0,,230000,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Equus_zebra,Equus_zebra,Perissodactyla,Equidae,Equus,zebra,Horizontal,Banks et al. (2015),Diurnal,NA,Cathemeral,NA,0,,286998.7,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Bassaricyon_gabbii,Bassaricyon_gabbii,Carnivora,Procyonidae,Bassaricyon,gabbii,Horizontal,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,1250,70,10,20,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Herpestes_auropunctatus,Herpestes_auropunctatus,Carnivora,Herpestidae,Herpestes,auropunctatus,Horizontal,Banks et al. (2015),Diurnal,NA,Diurnal,0,0,,483.5,12,58,30,1,0,0,0,,Mixed,Carnivore,Carnivore,Carnivore
Paracynictis_selousi,Paracynictis_selousi,Carnivora,Herpestidae,Paracynictis,selousi,Horizontal,Banks et al. (2015),Nocturnal,0,Nocturnal,0,0,,1640,0,40,60,1,0,0,0,,Insectivore,Insectivore,Carnivore,Carnivore
Tragelaphus_angasii,Tragelaphus_angasii,Cetartiodactyla,Bovidae,Tragelaphus,angasii,Horizontal,Banks et al. (2015),Diurnal,NA,Nocturnal,1,0,,86600.4,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Canis_latrans,Canis_latrans,Carnivora,Canidae,Canis,latrans,Round,Banks et al. (2015),Cathemeral,NA,Nocturnal,1,0,,13406.3,21,68,11,1,0,0,0,,Carnivore,Carnivore,Carnivore,Carnivore
Canis_adustus,Canis_adustus,Carnivora,Canidae,Canis,adustus,Round,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,10249.9,20,50,30,1,0,0,0,,Mixed,Carnivore,Carnivore,Carnivore
Canis_aureus,Canis_aureus,Carnivora,Canidae,Canis,aureus,Round,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,10345.2,10,80,10,1,0,0,0,,Carnivore,Carnivore,Carnivore,Carnivore
Canis_lupus,Canis_lupus,Carnivora,Canidae,Canis,lupus,Round,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,32183.3,0,100,0,1,0,0,0,,Carnivore,Carnivore,Carnivore,Carnivore
Canis_mesomelas,Canis_mesomelas,Carnivora,Canidae,Canis,mesomelas,Round,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,8500,30,60,10,1,0,0,0,,Carnivore,Carnivore,Carnivore,Carnivore
Canis_rufus,Canis_rufus,Carnivora,Canidae,Canis,rufus,Round,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,22983.2,0,100,0,1,0,0,0,,Carnivore,Carnivore,Carnivore,Carnivore
Chrysocyon_brachyurus,Chrysocyon_brachyurus,Carnivora,Canidae,Chrysocyon,brachyurus,Round,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,23249.8,20,70,10,1,0,0,0,,Carnivore,Carnivore,Carnivore,Carnivore
Ailurus_fulgens,Ailurus_fulgens,Carnivora,Ailuridae,Ailurus,fulgens,Vertical,Banks et al. (2015),Cathemeral,NA,Cathemeral,NA,0,,4900,80,10,10,1,0,0,0,Slit,Herbivore,Herbivore,Herbivore,Herbivore
Cerdocyon_thous,Cerdocyon_thous,Carnivora,Canidae,Cerdocyon,thous,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,5240,0,50,50,1,0,0,0,Slit,Mixed,Mixed,Carnivore,Carnivore
Lycalopex_griseus,Pseudalopex_griseus,Carnivora,Canidae,Lycalopex,griseus,Vertical,Banks et al. (2015),Cathemeral,NA,Cathemeral,1,0,,8280,30,60,10,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Lycalopex_gymnocercus,Pseudalopex_gymnocercus,Carnivora,Canidae,Lycalopex,gymnocercus,Vertical,Banks et al. (2015),Cathemeral,NA,Cathemeral,1,0,,4690,50,50,0,1,0,0,0,Slit,Mixed,Carnivore,Herbivore,Carnivore
Lycalopex_culpaeus,Pseudalopex_culpaeus,Carnivora,Canidae,Lycalopex,culpaeus,Vertical,Banks et al. (2015),Diurnal,NA,Cathemeral,1,0,,9832.4,10,80,10,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Lycalopex_fulvipes,Pseudalopex_fulvipes,Carnivora,Canidae,Lycalopex,fulvipes,Vertical,Banks et al. (2015),Diurnal,NA,Cathemeral,1,0,,2837.5,20,60,20,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Lycalopex_sechurae,Pseudalopex_sechurae,Carnivora,Canidae,Lycalopex,sechurae,Vertical,Banks et al. (2015),Nocturnal,1,Cathemeral,1,0,,4000,30,60,10,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Lycalopex_vetulus,Pseudalopex_vetulus,Carnivora,Canidae,Lycalopex,vetulus,Vertical,Banks et al. (2015),Nocturnal,1,Cathemeral,1,0,,5350,30,60,10,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Nyctereutes_procyonoides,Nyctereutes_procyonoides,Carnivora,Canidae,Nyctereutes,procyonoides,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,4040,40,40,20,1,0,0,0,Slit,Mixed,Mixed,Carnivore,Carnivore
Otocyon_megalotis,Otocyon_megalotis,Carnivora,Canidae,Otocyon,megalotis,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,4150,20,30,50,1,0,0,0,Slit,Mixed,Mixed,Carnivore,Carnivore
Urocyon_cinereoargenteus,Urocyon_cinereoargenteus,Carnivora,Canidae,Urocyon,cinereoargenteus,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,3833.7,60,30,10,1,0,0,0,Slit,Herbivore,Herbivore,Herbivore,Herbivore
Urocyon_littoralis,Urocyon_littoralis,Carnivora,Canidae,Urocyon,littoralis,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,1896,60,30,10,1,0,0,0,Slit,Herbivore,Herbivore,Herbivore,Herbivore
Vulpes_bengalensis,Vulpes_bengalensis,Carnivora,Canidae,Vulpes,bengalensis,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,2726,20,60,20,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Vulpes_cana,Vulpes_cana,Carnivora,Canidae,Vulpes,cana,Vertical,Banks et al. (2015),Nocturnal,0,Nocturnal,1,0,,936.9,60,10,30,1,0,0,0,Slit,Herbivore,Carnivore,Herbivore,Carnivore
Vulpes_chama,Vulpes_chama,Carnivora,Canidae,Vulpes,chama,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,2955,0,70,30,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Vulpes_corsac,Vulpes_corsac,Carnivora,Canidae,Vulpes,corsac,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,2400,10,70,20,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Vulpes_macrotis,Vulpes_macrotis,Carnivora,Canidae,Vulpes,macrotis,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,2050,0,70,30,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Vulpes_pallida,Vulpes_pallida,Carnivora,Canidae,Vulpes,pallida,Vertical,Banks et al. (2015),Nocturnal,0,Nocturnal,1,0,,2800,20,80,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Vulpes_rueppellii,Vulpes_rueppellii,Carnivora,Canidae,Vulpes,rueppellii,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,2865,20,60,20,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Vulpes_velox,Vulpes_velox,Carnivora,Canidae,Vulpes,velox,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,2197.5,0,90,10,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Vulpes_vulpes,Vulpes_vulpes,Carnivora,Canidae,Vulpes,vulpes,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,5318.2,11,88,1,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Vulpes_zerda,Vulpes_zerda,Carnivora,Canidae,Vulpes,zerda,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,1100,30,50,20,1,0,0,0,Slit,Mixed,Carnivore,Carnivore,Carnivore
Cryptoprocta_ferox,Cryptoprocta_ferox,Carnivora,Eupleridae,Cryptoprocta,ferox,Vertical,Banks et al. (2015),Cathemeral,NA,Cathemeral,NA,0,,9500,0,90,10,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Fossa_fossana,Fossa_fossana,Carnivora,Eupleridae,Fossa,fossana,Vertical,Banks et al. (2015),Nocturnal,0,Nocturnal,0,0,,1500,10,20,70,1,0,0,0,Slit,Insectivore,Insectivore,Carnivore,Carnivore
Caracal_aurata,Caracal_aurata,Carnivora,Felidae,Caracal,aurata,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,10650,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Felis_bieti,Felis_bieti,Carnivora,Felidae,Felis,bieti,Vertical,Banks et al. (2015),Nocturnal,0,Nocturnal,0,0,,7750,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Felis_chaus,Felis_chaus,Carnivora,Felidae,Felis,chaus,Vertical,Banks et al. (2015),Nocturnal,0,Nocturnal,0,0,,7393,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Felis_margarita,Felis_margarita,Carnivora,Felidae,Felis,margarita,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,0,0,,2525,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Felis_nigripes,Felis_nigripes,Carnivora,Felidae,Felis,nigripes,Vertical,Banks et al. (2015),Nocturnal,0,Nocturnal,0,0,,1300,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Felis_silvestris,Felis_silvestris,Carnivora,Felidae,Felis,silvestris,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,0,0,,5500,0,90,10,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Leopardus_jacobita,Leopardus_jacobita,Carnivora,Felidae,Leopardus,jacobita,Vertical,Banks et al. (2015),Diurnal,NA,Nocturnal,1,0,,9170,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Leopardus_colocolo,Leopardus_colocolo,Carnivora,Felidae,Leopardus,colocolo,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,3935,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Leopardus_geoffroyi,Leopardus_geoffroyi,Carnivora,Felidae,Leopardus,geoffroyi,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,3590,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Leopardus_guigna,Leopardus_guigna,Carnivora,Felidae,Leopardus,guigna,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,2230,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Leopardus_guttulus,Leopardus_guttulus,Carnivora,Felidae,Leopardus,guttulus,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,2674.2,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Leopardus_pardalis,Leopardus_pardalis,Carnivora,Felidae,Leopardus,pardalis,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,11900.1,16,81,3,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Leopardus_tigrinus,Leopardus_tigrinus,Carnivora,Felidae,Leopardus,tigrinus,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,2250,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Leopardus_wiedii,Leopardus_wiedii,Carnivora,Felidae,Leopardus,wiedii,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,3250,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Leptailurus_serval,Leptailurus_serval,Carnivora,Felidae,Leptailurus,serval,Vertical,Banks et al. (2015),Crepuscular,NA,Crepuscular,NA,0,,12000,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Neofelis_diardi,Neofelis_diardi,Carnivora,Felidae,Neofelis,diardi,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,20500,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Neofelis_nebulosa,Neofelis_nebulosa,Carnivora,Felidae,Neofelis,nebulosa,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,20500,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Pardofelis_marmorata,Pardofelis_marmorata,Carnivora,Felidae,Pardofelis,marmorata,Vertical,Banks et al. (2015),Nocturnal,0,Nocturnal,0,0,,2854.3,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Prionailurus_bengalensis,Prionailurus_bengalensis,Carnivora,Felidae,Prionailurus,bengalensis,Vertical,Banks et al. (2015),Cathemeral,NA,Nocturnal,1,0,,3300,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Prionailurus_planiceps,Prionailurus_planiceps,Carnivora,Felidae,Prionailurus,planiceps,Vertical,Banks et al. (2015),Nocturnal,0,Nocturnal,1,0,,6750,0,100,0,1,0,1,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Prionailurus_rubiginosus,Prionailurus_rubiginosus,Carnivora,Felidae,Prionailurus,rubiginosus,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,1384.4,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Prionailurus_viverrinus,Prionailurus_viverrinus,Carnivora,Felidae,Prionailurus,viverrinus,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,9140.3,0,80,20,1,0,1,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Crocuta_crocuta,Crocuta_crocuta,Carnivora,Hyaenidae,Crocuta,crocuta,Vertical,Banks et al. (2015),Nocturnal,1,Nocturnal,1,0,,62999.9,0,100,0,1,0,0,0,Slit,Carnivore,Carnivore,Carnivore,Carnivore
Tamias_striatus,Tamias_striatus,Rodentia,Sciuridae,Tamias,striatus,Round,Banks et. al (2015),Diurnal,NA,Diurnal,NA,0,,111.9,80,0,20,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Catopuma_temminckii,Catopuma_temminckii,Carnivora,Felidae,Catopuma,temminckii,Round,Banks et. al (2015),Nocturnal,1,Cathemeral,1,0,,11500,0,100,0,1,0,0,0,,Carnivore,Carnivore,Carnivore,Carnivore
Panthera_uncia,Panthera_uncia,Carnivora,Felidae,Panthera,uncia,Round,Banks et. al (2015),Crepuscular,NA,Nocturnal,1,0,,44167,0,100,0,1,0,0,0,,Carnivore,Carnivore,Carnivore,Carnivore
Panthera_leo,Panthera_leo,Carnivora,Felidae,Panthera,leo,Round,Banks et. al (2015),Nocturnal,1,Nocturnal,1,0,,161499.1,0,100,0,1,0,0,0,,Carnivore,Carnivore,Carnivore,Carnivore
Panthera_onca,Panthera_onca,Carnivora,Felidae,Panthera,onca,Round,Banks et. al (2015),Nocturnal,1,Nocturnal,1,0,,100000,0,100,0,1,0,0,0,,Carnivore,Carnivore,Carnivore,Carnivore
Panthera_pardus,Panthera_pardus,Carnivora,Felidae,Panthera,pardus,Round,Banks et. al (2015),Nocturnal,1,Nocturnal,1,0,,54999.7,0,100,0,1,0,0,0,,Carnivore,Carnivore,Carnivore,Carnivore
Panthera_tigris,Panthera_tigris,Carnivora,Felidae,Panthera,tigris,Round,Banks et. al (2015),Nocturnal,1,Nocturnal,1,0,,162564,0,100,0,1,0,0,0,,Carnivore,Carnivore,Carnivore,Carnivore
Puma_concolor,Puma_concolor,Carnivora,Felidae,Puma,concolor,Round,Banks et. al (2015),Nocturnal,1,Nocturnal,1,0,,51600,0,100,0,1,0,0,0,,Carnivore,Carnivore,Carnivore,Carnivore
Dephomys_defua,Dephomys_defua,Rodentia,Muridae,Dephomys,defua,Round,Banks et. al (2015),Nocturnal,0,Nocturnal,0,0,,43.1,90,0,10,1,0,1,0,,Herbivore,Herbivore,Herbivore,Herbivore
Caracal_caracal,Caracal_caracal,Carnivora,Felidae,Caracal,caracal,Vertical,Banks et. al (2015),Nocturnal,1,Nocturnal,1,0,,13749.9,0,100,0,1,0,0,0,Subcircular,Carnivore,Carnivore,Carnivore,Carnivore
Lynx_lynx,Lynx_lynx,Carnivora,Felidae,Lynx,lynx,Vertical,Banks et. al (2015),Cathemeral,NA,Nocturnal,1,0,,17950,0,100,0,1,0,0,0,Subcircular,Carnivore,Carnivore,Carnivore,Carnivore
Lynx_canadensis,Lynx_canadensis,Carnivora,Felidae,Lynx,canadensis,Vertical,Banks et. al (2015),Nocturnal,1,Nocturnal,1,0,,9373.2,0,100,0,1,0,0,0,Subcircular,Carnivore,Carnivore,Carnivore,Carnivore
Lynx_pardinus,Lynx_pardinus,Carnivora,Felidae,Lynx,pardinus,Vertical,Banks et. al (2015),Nocturnal,1,Nocturnal,1,0,,9400,0,100,0,1,0,0,0,Subcircular,Carnivore,Carnivore,Carnivore,Carnivore
Lynx_rufus,Lynx_rufus,Carnivora,Felidae,Lynx,rufus,Vertical,Banks et. al (2015),Nocturnal,1,Nocturnal,1,0,,8904.1,0,100,0,1,0,0,0,Subcircular,Carnivore,Carnivore,Carnivore,Carnivore
Chinchilla_lanigera,Chinchilla_lanigera,Rodentia,Chinchillidae,Chinchilla,lanigera,Vertical,Lima et al. (2010),Nocturnal,1,Nocturnal,1,0,,417,100,0,0,1,0,0,0,Slit,Herbivore,Herbivore,Herbivore,Herbivore
Sciurus_niger,Sciurus_niger,Rodentia,Sciuridae,Sciurus,niger,Horizontal,Montiani-Ferreira (2022),Diurnal,NA,Diurnal,NA,0,,761.9,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Mesocricetus_auratus,Mesocricetus_auratus,Rodentia,Cricetidae,Mesocricetus,auratus,Round,Montiani-Ferreira (2022),Nocturnal,1,Nocturnal,1,0,,105,90,10,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Ceratotherium_simum,Ceratotherium_simum,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Round,Montiani-Ferreira (2022),Diurnal,NA,Diurnal,NA,0,,2949986.3,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Hydrochoerus_hydrochaeris,Hydrochoerus_hydrochaeris,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,Vertical,Montiani-Ferreira (2022),Crepuscular,NA,Cathemeral,0,0,,62449.6,100,0,0,1,0,0,0,Subcircular,Herbivore,Herbivore,Herbivore,Herbivore
Coendou_prehensilis,Coendou_prehensilis,Rodentia,Erethizontidae,Coendou,prehensilis,Vertical,Montiani-Ferreira (2022),Nocturnal,0,Nocturnal,0,0,,4400,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Erethizon_dorsatum,Erethizon_dorsatum,Rodentia,Erethizontidae,Erethizon,dorsatum,Vertical,Montiani-Ferreira (2022),Nocturnal,0,Nocturnal,0,0,,7085.3,100,0,0,1,0,0,0,,Herbivore,Herbivore,Herbivore,Herbivore
Bdeogale_crassicauda,Bdeogale_crassicauda,Carnivora,Herpestidae,Bdeogale,crassicauda,Horizontal,This study,Nocturnal,0,Nocturnal,0,0,,1550,0,20,80,1,0,0,0,,Insectivore,Insectivore,Carnivore,Carnivore
Helogale_parvula,Helogale_parvula,Carnivora,Herpestidae,Helogale,parvula,Horizontal,This study,Diurnal,NA,Diurnal,NA,0,,300,10,20,70,1,0,0,0,,Insectivore,Insectivore,Carnivore,Carnivore
Herpestes_edwardsii,Herpestes_edwardsii,Carnivora,Herpestidae,Herpestes,edwardsii,Horizontal,This study,Diurnal,NA,Diurnal,0,0,,1324.2,10,70,20,1,0,0,0,,Carnivore,Carnivore,Carnivore,Carnivore
Herpestes_semitorquatus,Herpestes_semitorquatus,Carnivora,Herpestidae,Herpestes,semitorquatus,Horizontal,This study,Diurnal,NA,Diurnal,0,0,,3500,10,60,30,1,0,0,0,,Carnivore,Carnivore,Carnivore,Carnivore
