"","Horizontal","Round","Vertical"
"Dorcopsulus_macleayi",0,1,0
"Dendrolagus_goodfellowi",0,1,0
"Petrogale_concinna",0,1,0
"Thylogale_browni",0,1,0
"Wallabia_bicolor",0,1,0
"Macropus_fuliginosus",0,1,0
"Lagorchestes_conspicillatus",0,1,0
"Aepyprymnus_rufescens",0,1,0
"Bettongia_penicillata",0,1,0
"Potorous_gilbertii",0,1,0
"Tarsipes_rostratus",0,0,1
"Petropseudes_dahli",0,0,1
"Pseudochirops_albertisii",0,0,1
"Pseudochirulus_canescens",0,1,0
"Pseudocheirus_occidentalis",0,1,0
"Petauroides_volans",0,1,0
"Hemibelideus_lemuroides",0,1,0
"Gymnobelideus_leadbeateri",0,1,0
"Dactylopsila_tatei",0,1,0
"Distoechurus_pennatus",0,1,0
"Acrobates_pygmaeus",0,1,0
