"Horizontal_Mean","Horizontal_SD","Horizontal_CI_Low","Horizontal_CI_High","Round_Mean","Round_SD","Round_CI_Low","Round_CI_High","Vertical_Mean","Vertical_SD","Vertical_CI_Low","Vertical_CI_High","total_Mean","total_SD","total_CI_Low","total_CI_High"
1478.82788435676,43.0540531244008,1394.44194023293,1563.21382848058,4536.84758247467,254.856538409338,4037.32876719237,5036.36639775697,2285.74531538601,251.552447459316,1792.70251836575,2778.78811240627,8301.42078221744,0,8301.42078221744,8301.42078221744
