"Horizontal_Mean","Horizontal_SD","Horizontal_CI_Low","Horizontal_CI_High","Round_Mean","Round_SD","Round_CI_Low","Round_CI_High","Vertical_Mean","Vertical_SD","Vertical_CI_Low","Vertical_CI_High","total_Mean","total_SD","total_CI_Low","total_CI_High"
22.2968426513352,0.392222769317602,21.5280860234727,23.0655992791977,51.4663262750684,1.0662865025773,49.3764047300169,53.5562478201199,23.4123410735965,1.00372020549187,21.4450494708324,25.3796326763605,97.1755100000001,0,97.1755100000001,97.1755100000001
